Word,POS
غالب,ADJ
تذکرہ,NN
بخش,PN
نشان,NN
مفتی,NN
حقیقی,ADJ
گورنمنٹ,NN
مسیسپی,NN
قید,NN
پائے,VB
بیعت,NN
باغ,NN
توانائی,NN
یوم,NN
اور,NN
علاقائی,NN
چاند,NN
کریم,PN
مخالف,ADJ
قیادت,NN
ثانی,ADJ
کمی,NN
سزا,NN
دوست,NN
امیدوار,NN
ملکہ,NN
جعفر,NN
ثقافتی,ADJ
مراکش,NN
کرنسی,NN
یونان,PN
ثقافت,NN
اندازہ,NN
فرق,NN
ملے,VB
میچ,NN
بغاوت,NN
الرحمن,NN
ولادت,NN
لگایا,VB
سنیما,NN
قطب,NN
شرکت,NN
حج,PN
کانگریس,PN
اوکلاہوما,PN
بھیجا,VB
تجارت,NN
پڑا,AA
خالد,PN
پرچم,NN
انقلاب,NN
آخر,ADV
شمس,PN
وابستہ,ADJ
بحر,NN
گرین,NN
گجرات,PN
راستے,NN
مہم,NN
پیشہ,NN
ٹیکنالوجی,NN
زخمی,ADJ
روحانی,ADJ
تشریف,NN
اکثریت,NN
طب,NN
مندر,NN
وفاقی,ADJ
مستقل,ADJ
پتھر,NN
تباہ,ADJ
پہنچے,VB
ساری,ADJ
عنوان,NN
بدلیں,NN
حمایت,NN
منسلک,ADJ
سفید,ADJ
غزل,NN
لکھنؤ,PN
ریڈیو,NN
شمسی,NN
راہ,NN
مدت,NN
یکم,OD
تجارتی,ADJ
آگ,NN
صنعت,NN
کائنات,NN
شعر,NN
خوبصورت,ADJ
مسلسل,ADV
شاخ,NN
تیلگو,NN
اقتدار,NN
احادیث,NN
عثمانی,NN
ادیب,NN
ملاقات,NN
نقصان,NN
عمرو,PN
راستہ,NN
تنقید,NN
ایچ,NN
نیوزی,PN
ائیر,NN
الاباما,PN
کمپیوٹر,NN
خاں,PN
نسب,NN
زبانیں,NN
بلدیات,NN
صحابہ,NN
قیمت,NN
ریجنل,ADJ
ایوان,NN
سکھ,PN
رضی,PN
طریقے,NN
نوازا,VB
الحق,PN
پہاڑی,NN
اُس,PD
رہنما,NN
بر,NN
جرمن,ADJ
وزارت,NN
غازی,NN
جارج,PN
فروغ,NN
تہوار,NN
گرد,NN
فاصلے,NN
ریاستوں,NN
پتہ,NN
عموماً,ADV
ایمان,NN
مہاراشٹر,PN
روایتی,ADJ
پورٹ,NN
بنگال,PN
ہسپانوی,ADJ
دربار,NN
برازیل,NN
مجمع,NN
چل,VB
اسٹیٹ,NN
ابہام,NN
آندھرا,NN
عمر,PN
نائب,NN
روح,NN
سرخ,ADJ
کمیٹی,NN
جزائر,PN
کربلا,NN
گیت,NN
ڈالر,PN
+,NN
بخاری,PN
روم,PN
بورو,PN
پیرو,NN
دشمن,NN
رد,NN
اعداد,NN
انجمن,NN
سائنسی,ADJ
یافتہ,NN
مولوی,PN
شہادت,NN
بنی,VB
ریاستی,ADJ
معاشی,ADJ
رسم,NN
برقی,ADJ
بالا,ADJ
اسم,NN
سندھی,PN
گاہ,NN
مونٹانا,PN
پابندی,NN
قوانین,NN
ماحول,NN
انگریزوں,NN
معاہدہ,NN
پا,VB
تھا,NN
اوبلاست,NN
بہن,NN
مرتب,NN
تکمیل,NN
گنج,NN
راولپنڈی,PN
عمران,PN
سعد,PN
مسعود,PN
ناصر,NN
رو,NN
عثمانیہ,PN
آثار,NN
ہسپتال,NN
حرکت,NN
پریفیکچر,NN
ایڈاہو,PN
دنوں,NN
اوسط,ADJ
تاج,NN
کوٹ,PN
ہوکر,NN
کنیکٹیکٹ,NN
درست,ADJ
یوگنڈا,NN
یہودیوں,NN
حیدر,PN
آن,NN
فائز,ADJ
بورڈ,NN
ہندی,PN
میساچوسٹس,PN
رقم,NN
باقاعدہ,ADJ
ذرائع,NN
ملازمت,NN
مخالفت,NN
اندرونی,ADJ
برصغیر,PN
آخر,NN
پارلیمان,NN
بندی,NN
آمد,NN
برٹش,NN
جانوروں,NN
قبیلے,NN
نواز,PN
طالب,NN
دیکھنے,VB
بولی,VB
اسماعیل,PN
سیرت,NN
حاجی,ADJ
مواد,NN
سوویت,NN
انانکارپوریٹڈ,ADJ
ہوگا,NN
والدین,NN
لڑائی,NN
نازل,NN
ارجنٹائن,PN
کیوبک,NN
تصانیف,NN
ہزاروں,OD
کلو,NN
غلط,ADJ
ہمراہ,ADJ
روپے,NN
ریاضی,PN
رہائش,NN
اکیڈمی,NN
وسط,ADJ
اختلاف,NN
عملی,ADJ
دستیاب,ADJ
تمل,NN
موسیٰ,PN
سنت,NN
عورتوں,NN
خانے,NN
بیشتر,Q
سونے,NN
پناہ,NN
نکل,VB
مشترکہ,ADJ
مارشل,NN
سنہء,NN
اداروں,NN
رسالہ,NN
لوک,ADJ
جنوری,NN
منسوب,NN
تقریبا,NN
استونیا,NN
حکمران,NN
نامور,ADJ
مسئلہ,NN
گرم,ADJ
امور,NN
اتنا,Q
بکر,PN
بچپن,NN
بحری,ADJ
بدل,VB
لکھنے,VB
مالی,ADJ
موضوعات,NN
اچھی,ADJ
مارچ,NN
وابستگی,NN
طبی,ADJ
یقین,NN
اتنی,Q
ساحل,NN
ریکارڈ,NN
اگست,NN
حضور,NN
چلی,VB
تفصیل,NN
ملتے,VB
اختر,PN
اداکاری,NN
اردن,PN
معاشرے,NN
جیکسن,PN
تیز,ADJ
آیات,NN
دسمبر,NN
عہدہ,NN
الله,NN
براہ,NN
عرض,NN
اشعار,NN
نقطہ,NN
مقیم,ADJ
بیماری,NN
سمجھتے,VB
غزوہ,NN
روزنامہ,NN
اکتوبر,NN
ثبوت,NN
دیوی,NN
صوفی,PN
صلاحیت,NN
مشکل,ADJ
اسٹیڈیم,NN
تحفظ,NN
نگاری,NN
حفاظت,NN
لیگ,NN
علاج,NN
ماہرین,NN
تیل,NN
کرام,NN
الیکشن,NN
فلسفہ,NN
وزن,NN
سند,NN
شعرا,NN
دروازہ,NN
لائن,NN
چکوال,PN
صاف,ADJ
اختتام,NN
جلال,PN
سالانہ,ADJ
خصوصیات,NN
منہ,NN
جہاز,NN
قائد,NN
مٹی,NN
فلمیں,NN
خواب,NN
درخت,NN
تشدد,NN
حلقے,NN
بال,NN
سیریز,NN
حکیم,NN
دعا,NN
تھے,NN
بحث,NN
محدود,ADJ
ناکام,ADJ
مئی,NN
قریبی,ADJ
عقائد,NN
انڈونیشیا,PN
شوہر,NN
طلب,NN
عدم,NN
کیفیت,NN
متعارف,ADJ
اثرات,NN
بالی,NN
شریعت,NN
کاؤنٹیاں,NN
صادق,ADJ
فلسطین,PN
معاملات,NN
چلتا,VB
جانور,NN
قدم,NN
منظور,NN
لڑکی,NN
گیس,NN
در,PSP
جاپانی,NN
درد,NN
دورہ,NN
نکاح,NN
چیف,NN
سکیں,AA
مضبوط,ADJ
نظریات,NN
سلووینیا,PN
عبرانی,PN
محلہ,NN
ستمبر,NN
برکینا,NN
حصول,NN
منافع,NN
کاری,ADJ
عشق,NN
فضل,NN
الزام,NN
اعلی,ADJ
تاء,NN
عمومی,ADJ
فاسو,NN
رجوع,NN
تاجکستان,PN
ناروے,PN
قادری,NN
درخواست,NN
ممبئی,PN
اپریل,NN
رائج,ADJ
اشارہ,NN
جمال,NN
نومبر,NN
مذاہب,NN
انسٹی,PN
رخ,NN
اسلامیہ,PN
میں,NN
مجبور,ADJ
ریاستیں,NN
فعل,NN
فاطمہ,PN
نتائج,NN
اُسے,PP
سالوں,NN
چاندی,NN
یں,VB
ویلی,NN
سرمایہ,NN
درجے,NN
ایسٹ,PN
گناہ,NN
خواہش,NN
جولائی,NN
جون,NN
رومی,ADJ
یون,PN
روشن,ADJ
خام,ADJ
کہنے,VB
تحقیقی,ADJ
موجودگی,NN
داؤد,PN
برج,PN
عباسی,NN
بدر,PN
سنی,VB
نکال,VB
آدم,NN
سنسکرت,PN
پہلو,NN
سڑک,NN
تصوف,NN
کاروبار,NN
حاکم,NN
نمائندگی,NN
ناقص,ADJ
حساب,NN
شدت,NN
جنکشن,NN
قبرستان,NN
کمیشن,NN
نواب,NN
فرزند,NN
جزائر,NN
تعاون,NN
مصروف,ADJ
دفن,NN
ولیم,PN
گاندھی,PN
زور,NN
تیزی,NN
ڈال,VB
کرکے,NN
مہر,NN
ڈویژن,NN
کانفرنس,NN
آسان,ADJ
خلیج,PN
بجلی,NN
وصول,NN
القرآن,PN
فرائض,NN
جرم,NN
واپسی,NN
مسیحیت,NN
لبنان,NN
کمپنیاں,NN
دہلوی,PN
پڑھنے,VB
فائدہ,NN
افریقہ,PN
سوال,NN
اصلاح,NN
اقلیت,NN
برقرار,ADJ
شاہ,NN
قلم,NN
راؤ,PN
معاہدے,NN
سربیا,PN
معیار,NN
افسانہ,NN
سوم,OD
تدریس,NN
عمان,NN
اسحاق,PN
دیکھتے,VB
خاتمہ,NN
ریلویز,NN
لاس,NN
کنٹرول,NN
شناخت,NN
باب,NN
دا,NN
محنت,NN
زبردست,ADJ
قریش,NN
ڈائریکٹر,NN
سیاہ,ADJ
جیمز,PN
فرمائی,VB
لکھ,VB
بہادر,PN
ڈیرہ,NN
ایوب,PN
افغان,ADJ
سویڈن,NN
آپس,NN
ساتھی,NN
جنم,NN
سلیم,PN
دیوان,NN
گر,VB
وآلہ,PN
نگرانی,NN
گلیشیر,NN
سالہ,ADJ
آب,NN
مہدی,NN
سامنا,NN
فروخت,NN
احساس,NN
ہل,NN
ملنے,VB
وضاحت,NN
عقیدہ,NN
کرایا,VB
کارکردگی,NN
کھانا,NN
کریک,NN
معیشت,NN
نور,NN
خیل,PN
باب,PN
جہلم,PN
سنگ,NN
رشتہ,NN
فرقہ,NN
رپورٹ,NN
دکھائی,VB
محدث,NN
اجلاس,NN
تخمینہ,NN
خفیہ,ADJ
نسخہ,NN
تصاویر,NN
خراسان,PN
یہود,PN
دلچسپی,NN
حکمت,NN
کرلی,NN
اقتصادی,ADJ
بوسنیا,PN
کامل,ADJ
داخلہ,NN
غریب,ADJ
مستقبل,NN
رضوی,PN
شمولیت,NN
ارشاد,NN
مرض,NN
ورلڈ,NN
اگلے,ADJ
فروری,NN
اسد,PN
تعلیمات,NN
معاون,ADJ
حبیب,PN
قاسم,PN
تبلیغ,NN
پیغام,NN
تجویز,NN
میڈیا,NN
تیاری,NN
عرب,NN
سبھا,NN
جیل,NN
گفتگو,NN
لباس,NN
شوق,NN
دکن,PN
گرہن,NN
دروازے,NN
عزیز,PN
شیر,NN
قول,NN
امر,NN
ماخذ,NN
غور,NN
اندازے,NN
نشانہ,NN
آصف,PN
عامر,PN
حکومتی,ADJ
جنگی,ADJ
ایریزونا,PN
گرو,NN
مقدمہ,NN
طالبان,NN
دادا,NN
جائزہ,NN
ملائیشیا,PN
باللہ,PN
شاگرد,NN
کان,NN
سامان,NN
رفتار,NN
مقاصد,NN
یوٹاہ,PN
دیو,NN
جیت,VB
آسمان,NN
مناسب,ADJ
حدود,NN
صدیقی,PN
بم,NN
رومانیہ,PN
پڑھا,VB
جنت,PN
صحافی,NN
عائشہ,PN
برف,NN
سوسائٹی,NN
فرد,NN
پل,NN
فرما,VB
پاشا,NN
عام,NN
نبوت,NN
تالیف,NN
کینیا,PN
سوانح,NN
پھول,NN
معیاری,ADJ
دیکھیے,VB
جسمانی,ADJ
عبداللہ,PN
دفاع,NN
اشیاء,NN
علاحدہ,ADJ
نشین,NN
رواج,NN
بائبل,PN
امتحان,NN
صومالیہ,PN
نارتھ,ADJ
كے,NN
سروس,NN
في,NN
کمار,NN
منایا,VB
سادہ,ADJ
الاسلام,PN
فوت,NN
پیرش,NN
برعکس,ADJ
رمضان,PN
بابا,NN
یزید,PN
مفہوم,NN
مار,VB
اساتذہ,NN
مانا,VB
کابل,NN
ناموں,NN
دمشق,PN
گاڑی,NN
جین,NN
کروایا,VB
مركّب,NN
حرف,NN
محل وقوع,ADJ
جہاد,NN
شان,NN
عزت,NN
بمطابق,ADV
وفد,NN
نمونہ,NN
ہوجاتا,NN
کثرت,NN
ملکوں,NN
قبر,NN
صوبوں,NN
شرف,NN
بیرون,ADJ
سکھوں,NN
مخدوم,PN
ہسپانوی,PN
وائیومنگ,NN
کھیلوں,NN
اولین,OD
مریخ,PN
سانتا,VB
باز,NN
دودھ,NN
النجوم,NN
کینٹ,NN
ڈبلیو,PN
صفحہ,NN
مابین,NN
پیرس,PN
پرانے,ADJ
سوار,NN
محقق,NN
مطالبہ,NN
خطوط,NN
پوچھا,VB
چچا,NN
انگریز,NN
جناح,PN
تجربہ,NN
عروج,NN
اکرم,PN
گزر,VB
خارج,NN
وائٹ,NN
بھٹو,PN
آمدنی,NN
اشرف,NN
ڈبلن,NN
احکام,NN
بولنے,VB
گرام,NN
آتش,NN
ہتھیار,NN
کمزور,ADJ
دباؤ,NN
زید,PN
سکندر,PN
سونا,NN
دیوار,NN
حرام,ADJ
مظفر,NN
متبادل,NN
ریلیز,NN
داس,NN
زوال,NN
نشر,NN
نبوی,PN
لوزیانا,NN
ظہور,PN
اکائی,NN
مرحوم,ADJ
کوئٹہ,PN
نوعیت,NN
افسر,NN
نعت,NN
شافعی,NN
انسانوں,NN
نیم,FR
حیاتیات,PN
اصحاب,NN
فضا,NN
مردوں,NN
حکمران,ADJ
مساوات,NN
ایسوسی,NN
خیالات,NN
چترال,PN
نیٹ,NN
عجائب,NN
کرناٹک,NN
بچہ,NN
سورت,NN
بھاری,ADJ
مکان,NN
بلیک,NN
منصوبے,NN
داستان,NN
یعقوب,NN
اترپردیش,NN
مقبرہ,NN
نافذ,NN
نیدرلینڈز,NN
دائرہ,NN
لغت,NN
یسوع,PN
مضامین,NN
متعلقہ,ADJ
انٹرنیٹ,NN
میٹروپولیٹن,PN
منفی,ADJ
پار,NN
حضرات,NN
شراب,NN
دارالحکومت,NN
قاری,NN
حضور,PN
فاتح,ADJ
الاسکا,NN
بد,NN
پہاڑوں,NN
پیغمبر,NN
قریشی,PN
جغرافیائی,ADJ
آلہ,NN
انور,PN
تعالی,NN
رقص,NN
گلوکار,NN
شعری,ADJ
شعبے,NN
عنہ,PN
منفرد,ADJ
عناصر,NN
پشتو,PN
جوہر,NN
یورسٹی,PN
شاہراہ,NN
فارس,PN
موسی,ADJ
سماج,NN
ڈرامے,NN
گل,PN
متن,NN
مغلیہ,NN
ماڈل,NN
ہيں,NN
سیف,NN
ظفر,PN
ناتھ,NN
پے,NN
ضیاء,NN
افریقی,NN
اچھا,ADJ
کلب,NN
اُردو,PN
سافٹ,PN
پھیل,VB
مصری,ADJ
چشتی,NN
رب,PN
چنانچہ,CC
صنعتی,ADJ
سرزمین,NN
دماغ,NN
دستور,NN
معاویہ,PN
رابرٹ,PN
شریف,ADJ
اسرائیلی,ADJ
دم,NN
ماہنامہ,NN
ملکیت,NN
خاندانی,ADJ
اِن,PP
المعروف,ADJ
گوشت,NN
روک,VB
خلیات,NN
خطہ,NN
فار,NN
وارڈ,PN
گھرانے,NN
پرانی,ADJ
دست,NN
زراعت,NN
سمت,NN
بنتا,VB
سسٹم,NN
مہیا,NN
منزل,NN
ساز,NN
جو,NN
کمال,PN
بل,PN
بندرگاہ,NN
بستی,NN
سورہ,ADJ
بارش,NN
فاصلہ,NN
چیک,PN
ادائیگی,NN
سہولت,NN
بلوچ,PN
فنون,NN
اچھے,ADJ
جانشین,NN
کشی,NN
خوف,NN
کالونی,NN
شیر,PN
ہوجاتی,VB
سبز,ADJ
کہلاتے,VB
کیمیائی,ADJ
اطالوی,ADJ
بہاولپور,PN
ایجاد,NN
سرگودھا,NN
جاوید,PN
غزنوی,PN
ہٹ,VB
پڑھ,VB
تصدیق,NN
بالآخر,ADV
مع,ADJ
کنیت,NN
سپرد,NN
جدوجہد,NN
گلگت,PN
سینٹ,PN
کھانے,VB
آغا,PN
منصور,PN
چینل,NN
لمبائی,NN
مہارت,NN
بلا,NN
بنگالی,NN
اٹلی,PN
تینوں,OD
کارروائی,NN
باتیں,NN
اٹھا,VB
کمال,NN
منظم,ADJ
اطلاع,NN
امتیاز,NN
طول,NN
پہنچنے,VB
چلنے,VB
دہی,NN
مقبولیت,NN
ظاہری,ADJ
قبضے,NN
پرویز,PN
پیار,NN
حالت,NN
موجودہ,ADJ
میئن,NN
معاشیات,NN
حکمرانوں,NN
مساجد,NN
حملوں,NN
یوکرین,NN
افریقا,PN
شے,NN
مدیر,NN
صدارتی,ADJ
قاہرہ,NN
صدیوں,NN
خوراک,NN
فرید,NN
صد,CD
قدرت,NN
حالت,NN
کوڈ,NN
پاکستان,PN
حسب,NN
بھیج,VB
تیمور,NN
کالم,NN
رانی,NN
منصب,NN
کلیسیا,NN
بالخصوص,ADV
جیتا,VB
زندگی,NN
ابتدائی,ADJ
پانے,VB
ہاؤس,NN
آلات,NN
ڈیلاویئر,NN
تاریخ,NN
ریلوے,NN
سلم,PN
ایجوکیشن,NN
کیلی,PN
ہے,AA
موجودہ,ADJ
ریاض,PN
منڈی,NN
امداد,NN
نسلی,NN
گھاٹ,NN
صحابی,NN
تصاویر,NN
صحافت,NN
کیپ,NN
علمائے,ADJ
اراکین,NN
نائجیریا,PN
اتفاق,NN
اخذ,NN
شہاب,PN
روزہ,NN
یوراگوئے,NN
نبی,NN
خطے,NN
بری,ADJ
مقدونیہ,PN
ہارون,PN
فضائی,ADJ
گیند,NN
دیہی,ADJ
ابوبکر,PN
قلعے,NN
فرض,NN
آبائی,ADJ
آپریشن,NN
زیریں,NN
آنکھ,NN
فارغ,ADJ
طاہر,PN
سرگرمیوں,NN
رابطہ,ADJ
سکی,AA
کوفہ,PN
افسانے,NN
تہ,NN
کھوار,ADJ
نیک,ADJ
طبع,NN
ما,NN
انس,NN
عالیہ,ADJ
ورمونٹ,PN
کبیر,NN
طلاق,NN
طبقہ,NN
رمز,NN
باشندوں,NN
پرورش,NN
گول,NN
شہزادہ,NN
فیصلے,NN
دیوتا,NN
رسائی,NN
نقشہ,NN
مسلح,ADJ
معاملہ,NN
کہتا,VB
تحقیقات,NN
آنکھوں,NN
پرستی,NN
چندر,PN
میانمار,NN
سپر,ADJ
عائد,NN
پھیلا,VB
جزوی,ADJ
فوراً,ADV
اختیارات,NN
فاضل,ADJ
ساتھیوں,NN
خوشی,NN
راست,NN
ناظم,NN
خطرہ,NN
مجموعے,NN
کپتان,NN
بابا,INT
طالب,ADJ
فنی,ADJ
رائے,PN
گانے,NN
بھرپور,ADJ
تقریب,NN
ویکیپیڈیا,NN
نجات,NN
مستعمل,ADJ
قرض,NN
جلدوں,NN
چرچ,NN
عید,NN
جنس,NN
محیط,ADJ
جہانگیر,PN
مذکور,ADJ
کہلاتی,VB
یار,NN
چارلس,PN
حمید,NN
تلفظ,NN
ظلم,NN
مثبت,ADJ
شری,NN
حالات,NN
ارادہ,NN
خرچ,NN
یہودی,NN
جذبات,NN
شو,NN
برادری,NN
استفادہ,NN
سادات,NN
جمہوری,ADJ
آسانی,NN
ماخوذ,ADJ
ہیلی,NN
پوجا,NN
چیزوں,NN
بلوچ,NN
سرعت,NN
بہرائچ,PN
اخبارات,NN
اٹک,PN
ترقیاتی,ADJ
نمائش,NN
وین,NN
نصیر,PN
اہتمام,NN
ورثہ,NN
سیر,NN
انصاری,PN
مینار,NN
ایام,NN
اُنہوں,PP
خصوصیت,NN
آبو,NN
حارث,PN
مشورہ,NN
یہودیت,NN
ساخت,NN
مثلا,NN
پڑ,VB
نفس,NN
عبید,PN
بلغاریہ,PN
ریل,NN
سکول,NN
معاملے,NN
جنگل,NN
عرب,PN
تناسب,NN
خرید,VB
خشک,ADJ
استنبول,NN
جانتے,VB
اعتراف,NN
چکر,NN
باہمی,ADJ
ڈیٹا,NN
بروز,NN
لازمی,ADJ
مارکیٹ,NN
مظاہرہ,NN
سارا,ADJ
کاموں,NN
رابطہ,NN
بدولت,ADV
خلائی,ADJ
پوسٹ,NN
سیالکوٹ,PN
کاروباری,NN
می,ADJ
پال,PN
گنی,NN
بائی,NN
گھروں,NN
صدیق,NN
صلح,NN
چوک,NN
مفید,ADJ
یروشلم,PN
سلوک,NN
مرکب,NN
بابر,PN
دعویٰ,NN
بلے,NN
سرور,NN
ویڈیو,NN
میڈیکل,ADJ
ئی,NN
جگہوں,NN
چاروں,OD
بحرین,PN
ہری,ADJ
پریس,NN
قبائلی,ADJ
ستارے,NN
موبائل,NN
کیریئر,NN
سرکار,NN
کاغذی,ADJ
تعلیمو,NN
نکاراگوا,NN
جام,NN
قمری,NN
بازی,NN
بحیثیت,ADV
لائبریری,NN
مشاہدہ,NN
نصب,NN
کیمیاء,NN
امت,NN
ترمیم,NN
احترام,NN
پڑے,AA
اُنہیں,PP
مریم,PN
میڈیسن,PN
انقلابی,ADJ
خیر,ADV
توڑ,VB
ہندوؤں,NN
انجیل,PN
اعمال,NN
طوفان,NN
مزاحیہ,ADJ
جلد,NN
حکمرانی,NN
سول,ADJ
بشمول,ADV
معاشرتی,ADJ
کپڑے,NN
الہ,NN
سکونت,NN
احتجاج,NN
روپ,NN
آرمی,NN
سلمان,PN
وکٹوریہ,PN
کہانیاں,NN
جنازہ,NN
لڑکے,NN
وصال,NN
ضرب,NN
جزیرے,NN
سوریہ,NN
نیوز,NN
الحسن,NN
فاروق,PN
چاہتا,AA
وکیل,NN
رجحان,NN
فطرت,NN
قیامت,NN
وجوہات,NN
بناتے,VB
بنانا,VB
ذہن,NN
ہوگی,NN
جموں,PN
دستخط,NN
دکھایا,VB
مر,VB
تفصیلات,NN
خلیل,PN
فیئر,NN
طارق,PN
محسن,NN
کوششوں,NN
عنایت,NN
ذہنی,ADJ
حوصلہ,NN
معمولی,ADJ
بڑھتی,VB
انگلینڈ,NN
منگولیا,PN
خالص,ADJ
شاندار,ADJ
اسلوب,NN
گیم,NN
سمتیہ,NN
تھی,NN
رموز,NN
مشن,NN
جماعتوں,NN
واٹر,NN
پورہ,NN
ساؤتھ,PN
اخلاقی,ADJ
زلزلے,NN
کشمیری,ADJ
پورٹو,NN
عالمگیر,NN
انا,PN
شیو,NN
سرائیکی,NN
مساوی,ADJ
پیمانے,NN
مبتلا,ADJ
کلارک,PN
تقریر,NN
برداشت,NN
مسلم,PN
کمپنیوں,NN
لنکن,NN
صالح,PN
فرار,NN
مذکورہ,ADJ
منی,NN
امید,NN
پرانا,ADJ
عرف,NN
جنگلات,NN
آفس,NN
ندوی,PN
متوفی,NN
کرائی,VB
لگانے,VB
میں,NN
عمارتوں,NN
بمبئی,PN
پاؤں,NN
تازہ,ADJ
پیری,PN
جاسکتی,NN
چیک,NN
نیواڈا,NN
اندرون,ADJ
مارا,VB
ڈالی,VB
سین,NN
مدارس,PN
گزشتہ,ADJ
سیاحت,NN
رحمت,PN
ذخیرہ,NN
بیک,NN
فیروز,PN
گنگا,PN
مانتے,VB
نکلا,VB
سنا,VB
پیٹ,NN
توسیع,NN
خطرے,NN
شاہد,PN
بڑھا,VB
فورٹ,NN
ویلز,PN
کلاسیکی,NN
نغمہ,NN
پالیسی,NN
فلکیات,PN
مہاراجا,NN
دیوبند,NN
تقویم,NN
الحدیث,NN
دلیل,NN
غم,NN
اندراج,NN
سمجھ,VB
راجپوت,NN
چوٹی,NN
جنگوں,NN
مقالہ,NN
عبور,NN
پن,NN
بیگ,PN
لوٹ,VB
کاشت,NN
افضل,NN
یادگار,NN
فرینکلن,NN
وقوع,NN
ستاروں,NN
ہیرو,NN
لارڈ,NN
اہمیتھ,PN
اصلاحات,NN
اٹھایا,VB
امراض,NN
کرنل,NN
عقل,NN
کلنٹن,NN
یکساں,ADJ
امیہ,PN
جانا,AA
فرمان,NN
صلاح,NN
حامد,PN
عسکری,ADJ
راس,PN
گھوڑے,NN
اطراف,NN
شجرہ,PN
جنھوں,RD
اعزازات,NN
تہران,NN
واقعے,NN
جدہ,PN
مارے,VB
لیبیا,PN
مائل,ADJ
بت,NN
مربوط,NN
آرمینیا,PN
لکڑی,NN
خصوصاً,ADV
پبلک,NN
گرامی,NN
بیٹھ,VB
کمیونسٹ,NN
اخلاق,NN
عارف,NN
کشتی,NN
کردی,VB
ڈیم,NN
موسیقار,NN
محاصرہ,NN
بقول,ADV
کور,NN
نثر,NN
ہانگ,NN
سمندری,ADJ
محروم,ADJ
خاک,NN
مواقع,NN
بھارتیہ,NN
کرشن,PN
ریور,PN
چینی,ADJ
شعور,NN
خراب,ADJ
وارث,NN
سورۃ,NN
ایجنسی,NN
رسمی,ADJ
فوری,ADV
بچ,VB
قسم,NN
خاتمے,NN
باری,NN
جاں,NN
ٹاور,NN
ضروریات,NN
کلکتہ,PN
حرارت,NN
رسالت,NN
انصاف,NN
بالائی,ADJ
زرعی,ADJ
راک,NN
ہوٹل,NN
وقف,NN
رومن,NN
اوائل,NN
پرست,ADJ
زمینی,ADJ
مسیحیوں,NN
ال,NN
جائز,ADJ
مان,VB
پرتگال,NN
سینکڑوں,OD
حقائق,NN
کھا,VB
معین,PN
درمیانی,ADJ
تعین,NN
اصلی,ADJ
جوہری,NN
وسائل,NN
حالیہ,ADJ
پھل,NN
مرشد,NN
فخر,NN
اِن,PD
سمجھی,VB
فوجیوں,NN
جھنگ,NN
سمجھنے,VB
گائے,NN
نہر,NN
رشید,PN
الملک,NN
ناک,NN
تراجم,NN
مکتب,NN
جبل,PN
اعلٰی,NN
کھڑے,ADJ
نوری,NN
طاقتور,ADJ
تباہی,NN
آسٹریا,NN
فعال,ADJ
نوٹ,NN
مریض,NN
چیزیں,NN
ہال,NN
حفظ,NN
ماسکو,PN
خانقاہ,NN
فلسفی,NN
نکلنے,VB
عیسیٰ,PN
کہانیوں,NN
ببر,NN
حلقوں,NN
مسافر,NN
کارکن,NN
انتظامیہ,NN
تلوار,NN
غلام,NN
تشریح,NN
اتنے,Q
جرائم,NN
مصنفین,NN
خارجہ,ADJ
منقسم,NN
وعدہ,NN
ہاکی,PN
ڈاک,NN
نظامی,ADJ
مارکس,PN
کیوبا,NN
جیفرسن,PN
سنیما,NN
خالق,ADJ
تشیع,NN
جزوی,ADJ
بریلوی,ADJ
شرط,NN
بادشاہت,NN
میموریل,PN
دیکھی,VB
ملت,NN
مچھلی,NN
سازی,NN
تعارف,NN
کالا,NN
مارٹن,PN
علامات,NN
لینا,VB
ستارہ,NN
پردہ,NN
آئیوری,NN
جنگلی,ADJ
سرطان,PN
زین,PN
نادر,ADJ
پڑا,VB
بازو,NN
ناڈو,NN
پڑھی,VB
صارفین,NN
متعین,NN
باقر,PN
سرگرم,ADJ
ہمایوں,PN
اچانک,ADV
چودھری,NN
کابینہ,NN
کیرلا,NN
تعالیٰ,NN
پڑتا,AA
مرنے,VB
حنفی,NN
گہرا,ADJ
معنوں,NN
مراکز,NN
دھرم,NN
سزائے,NN
صنف,NN
خطیب,PN
سفارت,NN
لازم,ADJ
عمدہ,ADJ
عظمت,NN
کنگ,PN
ممکنہ,ADJ
قم,NN
گنبد,NN
پہنچی,VB
فقیہ,NN
فعلیات,NN
نگاہ,NN
قلمی,NN
جاسکتا,NN
پہچان,NN
کپور,PN
قصہ,NN
طبقات,NN
راجستھان,PN
پوائنٹ,NN
تنظیموں,NN
حجر,NN
اڈے,NN
پیپلز,NN
قلب,NN
زبیر,PN
تمغا,NN
ماتحت,ADJ
عنصر,NN
ڈومینیکن,NN
امجد,PN
انیسویں,OD
احاطہ,NN
عقیدت,NN
گھانا,NN
گردش,NN
اقدامات,NN
نژاد,PN
پروڈیوسر,NN
سفیر,NN
راوی,NN
ارد,NN
بک,NN
پیٹر,PN
ماسٹر,NN
مستند,ADJ
ون,NN
مالیاتی,ADJ
جوزف,NN
شرعی,ADJ
منع,NN
نفرت,NN
کپ,NN
جمہوریت,NN
عربوں,NN
مرید,NN
باتوں,NN
ریکو,NN
تھیٹر,NN
پشتون,NN
گزرے,VB
مصطفی,NN
تجربات,NN
کمانڈر,NN
قائل,ADJ
